creditcardid;cardtype;cardnumber;expmonth;expyear
4330;Distinguish;5.55516E+13;1;2006
4331;Distinguish;5.55526E+13;8;2006
4332;SuperiorCard;3.33381E+13;10;2005
4333;Distinguish;5.55546E+13;2;2005
4334;SuperiorCard;3.33316E+13;5;2008
4335;Vista;1.11112E+13;4;2005
4336;SuperiorCard;3.33322E+13;6;2007
4337;Distinguish;5.55568E+13;6;2006
4338;ColonialVoice;7.77753E+13;5;2006
4339;ColonialVoice;7.77749E+13;3;2005
4340;Vista;1.11121E+13;10;2008
4341;Distinguish;5.55578E+13;11;2008
4342;ColonialVoice;7.77764E+13;12;2008
4343;SuperiorCard;3.33368E+13;11;2007
4344;SuperiorCard;3.33327E+13;11;2008
4345;Vista;1.11151E+13;2;2005
4346;ColonialVoice;7.77712E+13;5;2007
4347;ColonialVoice;7.77742E+13;3;2005
4348;SuperiorCard;3.33379E+13;10;2006
4349;ColonialVoice;7.77782E+13;12;2008
4350;ColonialVoice;7.77735E+13;11;2006
4351;Distinguish;5.55552E+13;8;2008
4352;SuperiorCard;3.33333E+13;4;2008
4353;SuperiorCard;3.33338E+13;11;2005
4354;Distinguish;5.55566E+13;2;2005
4355;Distinguish;5.55532E+13;3;2007
4356;Distinguish;5.55558E+13;11;2006
4357;ColonialVoice;7.77729E+13;10;2005
4358;Distinguish;5.55521E+13;12;2008
4359;ColonialVoice;7.77734E+13;6;2005
4360;Vista;1.1119E+13;3;2005
4361;ColonialVoice;7.77779E+13;7;2005
4362;Vista;1.1119E+13;5;2007
4363;SuperiorCard;3.3334E+13;3;2005
4364;ColonialVoice;7.77781E+13;2;2007
4365;SuperiorCard;3.33334E+13;11;2005
4366;Distinguish;5.5557E+13;1;2007
4367;SuperiorCard;3.33355E+13;10;2008
4368;Vista;1.11125E+13;10;2007
4369;Vista;1.11138E+13;10;2007
4370;SuperiorCard;3.33396E+13;5;2007
4371;Distinguish;5.556E+13;11;2007
4372;SuperiorCard;3.33334E+13;7;2007
4373;ColonialVoice;7.77763E+13;5;2006
4374;SuperiorCard;3.33369E+13;3;2006
4375;SuperiorCard;3.33314E+13;11;2007
4376;Distinguish;5.5554E+13;9;2006
4377;Distinguish;5.55553E+13;3;2007
4378;SuperiorCard;3.33398E+13;4;2007
4379;Vista;1.11159E+13;2;2005
4380;ColonialVoice;7.77796E+13;11;2008
4381;Distinguish;5.55531E+13;1;2006
4382;Distinguish;5.5557E+13;4;2006
4383;ColonialVoice;7.77764E+13;7;2008
4384;Distinguish;5.55523E+13;5;2007
4385;ColonialVoice;7.77719E+13;7;2008
4386;Vista;1.11155E+13;4;2008
4387;Vista;1.11161E+13;11;2005
4388;SuperiorCard;3.33326E+13;8;2007
4389;ColonialVoice;7.77795E+13;12;2008
4390;SuperiorCard;3.33361E+13;5;2006
4391;Vista;1.11142E+13;4;2005
4392;ColonialVoice;7.77762E+13;9;2007
4393;Distinguish;5.55555E+13;9;2005
4394;ColonialVoice;7.77712E+13;4;2007
4395;ColonialVoice;7.7776E+13;1;2006
4396;ColonialVoice;7.7779E+13;8;2006
4397;SuperiorCard;3.33347E+13;12;2008
4398;ColonialVoice;7.77728E+13;7;2007
4399;SuperiorCard;3.33339E+13;3;2007
4400;ColonialVoice;7.77778E+13;12;2008
4401;Distinguish;5.55548E+13;4;2007
4402;ColonialVoice;7.77745E+13;3;2007
4403;Distinguish;5.55534E+13;10;2007
4404;Distinguish;5.55541E+13;4;2007
4405;Distinguish;5.55596E+13;6;2007
4406;Vista;1.11117E+13;3;2008
4407;SuperiorCard;3.33325E+13;3;2005
4408;ColonialVoice;7.77712E+13;1;2006
4409;SuperiorCard;3.33397E+13;6;2008
4410;SuperiorCard;3.33396E+13;2;2006
4411;Distinguish;5.55562E+13;7;2008
4412;Distinguish;5.55522E+13;7;2005
4413;SuperiorCard;3.33364E+13;12;2007
4414;ColonialVoice;7.77743E+13;7;2005
4415;Vista;1.11139E+13;1;2007
4416;Vista;1.11118E+13;4;2006
4417;SuperiorCard;3.33389E+13;10;2005
4418;Distinguish;5.55577E+13;2;2007
4419;Vista;1.11161E+13;1;2008
4420;Distinguish;5.55525E+13;6;2007
4421;Distinguish;5.55585E+13;5;2005
4422;Vista;1.11195E+13;3;2008
4423;SuperiorCard;3.33398E+13;12;2005
4424;SuperiorCard;3.33364E+13;12;2008
4425;Vista;1.11151E+13;3;2005
4426;Vista;1.11132E+13;10;2005
4427;Vista;1.11143E+13;2;2007
4428;Vista;1.11145E+13;10;2006
4429;Distinguish;5.55526E+13;5;2008
4430;ColonialVoice;7.77764E+13;12;2007
4431;Vista;1.11131E+13;9;2008
4432;Vista;1.11173E+13;2;2006
4433;SuperiorCard;3.33352E+13;3;2006
4434;Distinguish;5.55599E+13;6;2007
4435;Distinguish;5.5551E+13;11;2006
4436;SuperiorCard;3.33344E+13;2;2006
4437;Distinguish;5.55595E+13;6;2005
4438;ColonialVoice;7.77783E+13;6;2006
4439;Vista;1.11174E+13;11;2005
4440;SuperiorCard;3.33315E+13;2;2007
4441;SuperiorCard;3.33375E+13;7;2008
4442;ColonialVoice;7.77785E+13;5;2006
4443;ColonialVoice;7.77767E+13;2;2007
4444;Vista;1.11134E+13;11;2008
4445;ColonialVoice;7.77775E+13;5;2006
4446;Distinguish;5.55539E+13;3;2008
4447;SuperiorCard;3.33343E+13;10;2007
4448;ColonialVoice;7.77723E+13;3;2005
4449;ColonialVoice;7.77741E+13;7;2005
4450;SuperiorCard;3.33356E+13;11;2006
4451;Vista;1.1114E+13;12;2005
4452;Vista;1.11119E+13;12;2008
4453;Distinguish;5.55522E+13;1;2006
4454;Distinguish;5.55588E+13;3;2006
4455;SuperiorCard;3.33315E+13;8;2007
4456;SuperiorCard;3.33363E+13;9;2007
4457;Distinguish;5.55552E+13;6;2008
4458;Distinguish;5.55588E+13;3;2008
4459;Vista;1.11162E+13;10;2007
4460;ColonialVoice;7.77795E+13;7;2007
4461;SuperiorCard;3.33397E+13;5;2005
4462;Distinguish;5.55596E+13;7;2006
4463;Vista;1.11146E+13;3;2007
4464;SuperiorCard;3.3337E+13;1;2007
4465;ColonialVoice;7.77761E+13;5;2007
4466;ColonialVoice;7.77778E+13;4;2005
4467;ColonialVoice;7.77739E+13;3;2006
4468;SuperiorCard;3.33327E+13;7;2008
4469;Vista;1.1119E+13;9;2008
4470;Distinguish;5.55558E+13;7;2005
4471;SuperiorCard;3.33356E+13;11;2006
4472;Distinguish;5.55529E+13;2;2008
4473;Distinguish;5.55521E+13;1;2008
4474;Distinguish;5.55571E+13;7;2006
4475;Vista;1.11146E+13;1;2008
4476;SuperiorCard;3.3332E+13;11;2008
4477;Distinguish;5.55548E+13;7;2005
4478;Distinguish;5.55597E+13;1;2008
4479;ColonialVoice;7.77755E+13;11;2008
4480;SuperiorCard;3.33369E+13;1;2006
4481;ColonialVoice;7.77796E+13;7;2005
4482;SuperiorCard;3.33394E+13;4;2006
4483;Vista;1.11178E+13;2;2006
4484;SuperiorCard;3.33385E+13;7;2007
4485;ColonialVoice;7.77796E+13;3;2006
4486;SuperiorCard;3.33356E+13;7;2008
4487;ColonialVoice;7.77775E+13;1;2008
4488;SuperiorCard;3.33377E+13;3;2007
4489;Vista;1.11143E+13;5;2006
4490;Vista;1.11149E+13;7;2007
4491;ColonialVoice;7.77731E+13;1;2006
4492;SuperiorCard;3.33375E+13;1;2006
4493;ColonialVoice;7.77722E+13;11;2007
4494;Vista;1.11174E+13;4;2007
4495;Vista;1.11141E+13;2;2007
4496;SuperiorCard;3.33327E+13;5;2007
4497;SuperiorCard;3.33322E+13;1;2006
4498;Vista;1.11131E+13;9;2005
4499;ColonialVoice;7.77749E+13;6;2007
4500;Vista;1.1119E+13;10;2005
4501;ColonialVoice;7.77753E+13;9;2008
4502;Vista;1.1119E+13;9;2005
4503;ColonialVoice;7.77721E+13;2;2006
4504;SuperiorCard;3.33382E+13;4;2008
4505;ColonialVoice;7.77776E+13;8;2006
4506;ColonialVoice;7.77786E+13;6;2005
4507;Vista;1.1113E+13;9;2008
4508;SuperiorCard;3.33322E+13;9;2006
4509;Vista;1.1119E+13;11;2006
4510;SuperiorCard;3.33378E+13;10;2005
4511;Distinguish;5.55571E+13;8;2006
4512;Distinguish;5.55519E+13;5;2005
4513;ColonialVoice;7.77723E+13;1;2006
4514;Vista;1.11151E+13;6;2005
4515;SuperiorCard;3.33373E+13;9;2005
4516;SuperiorCard;3.33321E+13;7;2006
4517;SuperiorCard;3.33328E+13;4;2005
4518;Vista;1.11113E+13;7;2006
4519;Distinguish;5.55572E+13;12;2005
4520;ColonialVoice;7.77719E+13;11;2008
4521;Vista;1.11123E+13;8;2007
4522;Vista;1.11114E+13;6;2007
4523;Distinguish;5.55536E+13;2;2006
4524;Vista;1.1113E+13;12;2006
4525;Vista;1.11154E+13;8;2007
4526;SuperiorCard;3.33373E+13;4;2006
4527;Vista;1.11152E+13;4;2008
4528;Vista;1.11115E+13;3;2006
4529;ColonialVoice;7.77736E+13;7;2008
4530;ColonialVoice;7.77787E+13;2;2008
4531;ColonialVoice;7.77716E+13;8;2006
4532;ColonialVoice;7.77716E+13;9;2007
4533;ColonialVoice;7.77749E+13;8;2006
4534;SuperiorCard;3.33378E+13;4;2008
4535;Vista;1.11122E+13;2;2006
4536;Vista;1.11178E+13;11;2006
4537;Vista;1.1118E+13;11;2005
4538;SuperiorCard;3.33367E+13;11;2008
4539;ColonialVoice;7.77785E+13;9;2007
4540;SuperiorCard;3.3333E+13;12;2006
4541;SuperiorCard;3.33346E+13;11;2007
4542;ColonialVoice;7.7774E+13;3;2005
4543;Distinguish;5.55516E+13;7;2005
4544;SuperiorCard;3.33392E+13;4;2005
4545;Distinguish;5.55588E+13;1;2008
4546;SuperiorCard;3.33374E+13;1;2007
4547;SuperiorCard;3.33374E+13;7;2006
4548;Distinguish;5.55587E+13;10;2008
4549;ColonialVoice;7.77798E+13;9;2008
4550;Vista;1.11124E+13;1;2005
4551;Vista;1.11186E+13;7;2007
4552;ColonialVoice;7.77743E+13;5;2008
4553;Vista;1.11125E+13;7;2006
4554;ColonialVoice;7.7773E+13;12;2006
4555;SuperiorCard;3.33395E+13;7;2008
4556;Distinguish;5.55565E+13;2;2008
4557;Distinguish;5.55579E+13;10;2006
4558;SuperiorCard;3.334E+13;2;2008
4559;ColonialVoice;7.77717E+13;6;2006
4560;SuperiorCard;3.3335E+13;1;2008
4561;ColonialVoice;7.77723E+13;9;2006
4562;Vista;1.11168E+13;12;2008
4563;SuperiorCard;3.33388E+13;6;2008
4564;Vista;1.11145E+13;11;2007
4565;Vista;1.11185E+13;4;2007
4566;Vista;1.11175E+13;6;2007
4567;SuperiorCard;3.33325E+13;1;2007
4568;Distinguish;5.55549E+13;12;2006
4569;ColonialVoice;7.77779E+13;2;2005
4570;ColonialVoice;7.7773E+13;2;2007
4571;Distinguish;5.55588E+13;6;2005
4572;Vista;1.1116E+13;9;2006
4573;Vista;1.11196E+13;2;2005
4574;ColonialVoice;7.77738E+13;10;2006
4575;Distinguish;5.55522E+13;1;2008
4576;Distinguish;5.55588E+13;2;2008
4577;Vista;1.1118E+13;3;2008
4578;Vista;1.11114E+13;5;2005
4579;ColonialVoice;7.77769E+13;5;2006
4580;Distinguish;5.55532E+13;2;2006
4581;SuperiorCard;3.33362E+13;11;2005
4582;Distinguish;5.55552E+13;4;2005
4583;Vista;1.11112E+13;2;2006
4584;SuperiorCard;3.33323E+13;8;2006
4585;SuperiorCard;3.33359E+13;8;2007
4586;Vista;1.11134E+13;2;2006
4587;ColonialVoice;7.77788E+13;8;2006
4588;Distinguish;5.55514E+13;10;2006
4589;SuperiorCard;3.33399E+13;11;2007
4590;Distinguish;5.55577E+13;2;2006
4591;ColonialVoice;7.77779E+13;10;2007
4592;Vista;1.11131E+13;5;2008
4593;ColonialVoice;7.77777E+13;7;2006
4594;SuperiorCard;3.33332E+13;7;2006
4595;SuperiorCard;3.33357E+13;9;2007
4596;ColonialVoice;7.77745E+13;12;2006
4597;SuperiorCard;3.33327E+13;12;2006
4598;Distinguish;5.55547E+13;6;2006
4599;Distinguish;5.55535E+13;4;2008
4600;SuperiorCard;3.33359E+13;11;2007
4601;Vista;1.11199E+13;2;2008
4602;Distinguish;5.55567E+13;2;2008
4603;Distinguish;5.5556E+13;7;2007
4604;ColonialVoice;7.77766E+13;11;2008
4605;Vista;1.11113E+13;10;2006
4606;Vista;1.1116E+13;12;2005
4607;ColonialVoice;7.77749E+13;12;2005
4608;Vista;1.1112E+13;12;2007
4609;ColonialVoice;7.77783E+13;7;2005
4610;SuperiorCard;3.33337E+13;12;2006
4611;Distinguish;5.55594E+13;12;2006
4612;Distinguish;5.55552E+13;3;2007
4613;Vista;1.11169E+13;7;2006
4614;ColonialVoice;7.77712E+13;5;2005
4615;Distinguish;5.55514E+13;7;2008
4616;Distinguish;5.55592E+13;6;2008
4617;ColonialVoice;7.7772E+13;7;2006
4618;ColonialVoice;7.77753E+13;3;2007
4619;Vista;1.1119E+13;10;2008
4620;SuperiorCard;3.33349E+13;7;2006
4621;Distinguish;5.55526E+13;5;2005
4622;SuperiorCard;3.33334E+13;3;2007
4623;SuperiorCard;3.33389E+13;12;2007
4624;Distinguish;5.55588E+13;5;2007
4625;Vista;1.11119E+13;1;2007
4626;Distinguish;5.55515E+13;10;2007
4627;SuperiorCard;3.3334E+13;8;2005
4628;Distinguish;5.5558E+13;2;2007
4629;Distinguish;5.5552E+13;8;2007
4630;SuperiorCard;3.33364E+13;1;2008
4631;ColonialVoice;7.77757E+13;7;2006
4632;ColonialVoice;7.77743E+13;1;2006
4633;Distinguish;5.55595E+13;4;2007
4634;Distinguish;5.55537E+13;8;2006
4635;ColonialVoice;7.77723E+13;9;2006
4636;SuperiorCard;3.33382E+13;11;2007
4637;Vista;1.11113E+13;11;2005
4638;ColonialVoice;7.77783E+13;4;2006
4639;Vista;1.11175E+13;5;2008
4640;SuperiorCard;3.33352E+13;10;2007
4641;Vista;1.11161E+13;10;2008
4642;SuperiorCard;3.33313E+13;10;2007
4643;SuperiorCard;3.33332E+13;6;2008
4644;ColonialVoice;7.77784E+13;2;2005
4645;Distinguish;5.55587E+13;8;2005
4646;ColonialVoice;7.77762E+13;7;2006
4647;Distinguish;5.55545E+13;2;2008
4648;Vista;1.11179E+13;6;2007
4649;SuperiorCard;3.33325E+13;3;2007
4650;SuperiorCard;3.33378E+13;4;2006
4651;Vista;1.11173E+13;10;2005
4652;ColonialVoice;7.77774E+13;3;2008
4653;Vista;1.11154E+13;11;2008
4654;ColonialVoice;7.77746E+13;3;2007
4655;Vista;1.11182E+13;9;2005
4656;Distinguish;5.55567E+13;12;2005
4657;Distinguish;5.55561E+13;12;2006
4658;ColonialVoice;7.77783E+13;10;2007
4659;ColonialVoice;7.77796E+13;10;2007
4660;Distinguish;5.55532E+13;4;2007
4661;SuperiorCard;3.3337E+13;8;2005
4662;ColonialVoice;7.77785E+13;7;2005
4663;SuperiorCard;3.33363E+13;11;2006
4664;SuperiorCard;3.33375E+13;3;2007
4665;ColonialVoice;7.77795E+13;2;2006
4666;Distinguish;5.55569E+13;10;2005
4667;Distinguish;5.55597E+13;6;2005
4668;Distinguish;5.55524E+13;3;2006
4669;Distinguish;5.55599E+13;2;2005
4670;Distinguish;5.5557E+13;10;2006
4671;Vista;1.11187E+13;10;2007
4672;Distinguish;5.55591E+13;1;2005
4673;SuperiorCard;3.33356E+13;10;2007
4674;SuperiorCard;3.33342E+13;3;2005
4675;Distinguish;5.55556E+13;10;2005
4676;ColonialVoice;7.77782E+13;3;2005
4677;SuperiorCard;3.33379E+13;11;2008
4678;ColonialVoice;7.77744E+13;6;2006
4679;Distinguish;5.55574E+13;1;2006
4680;Distinguish;5.55523E+13;5;2006
4681;ColonialVoice;7.77759E+13;9;2006
4682;Vista;1.11191E+13;1;2006
4683;Distinguish;5.55538E+13;10;2006
4684;ColonialVoice;7.77756E+13;5;2007
4685;SuperiorCard;3.33376E+13;5;2005
4686;Vista;1.11119E+13;6;2007
4687;ColonialVoice;7.77797E+13;6;2006
4688;SuperiorCard;3.33377E+13;10;2005
4689;SuperiorCard;3.33329E+13;1;2005
4690;Vista;1.11193E+13;8;2005
4691;Distinguish;5.55577E+13;5;2007
4692;ColonialVoice;7.77749E+13;9;2008
4693;Distinguish;5.55522E+13;9;2007
4694;ColonialVoice;7.77749E+13;3;2007
4695;Vista;1.11113E+13;10;2005
4696;ColonialVoice;7.77718E+13;1;2006
4697;Vista;1.11139E+13;4;2007
4698;ColonialVoice;7.77738E+13;8;2006
4699;Distinguish;5.55581E+13;9;2007
4700;ColonialVoice;7.77726E+13;12;2007
4701;ColonialVoice;7.77789E+13;8;2008
4702;ColonialVoice;7.77718E+13;12;2008
4703;ColonialVoice;7.77735E+13;1;2006
4704;ColonialVoice;7.77768E+13;9;2007
4705;Vista;1.11191E+13;1;2007
4706;Vista;1.11115E+13;11;2005
4707;SuperiorCard;3.33311E+13;11;2006
4708;Distinguish;5.55541E+13;8;2006
4709;SuperiorCard;3.33398E+13;8;2006
4710;Vista;1.11182E+13;7;2006
4711;SuperiorCard;3.33389E+13;11;2006
4712;ColonialVoice;7.77716E+13;9;2005
4713;Distinguish;5.55523E+13;9;2007
4714;Distinguish;5.55573E+13;2;2007
4715;SuperiorCard;3.33358E+13;7;2005
4716;SuperiorCard;3.33361E+13;7;2007
4717;ColonialVoice;7.77712E+13;1;2005
4718;Vista;1.1117E+13;4;2008
4719;Vista;1.11164E+13;10;2008
4720;ColonialVoice;7.77712E+13;7;2008
4721;ColonialVoice;7.77755E+13;3;2008
4722;SuperiorCard;3.334E+13;12;2005
4723;Distinguish;5.55549E+13;1;2008
4724;ColonialVoice;7.77794E+13;3;2008
4725;Distinguish;5.55559E+13;6;2005
4726;SuperiorCard;3.33335E+13;12;2005
4727;ColonialVoice;7.77793E+13;12;2006
4728;Vista;1.11115E+13;11;2005
4729;Distinguish;5.55574E+13;8;2008
4730;SuperiorCard;3.33361E+13;5;2005
4731;ColonialVoice;7.77729E+13;9;2006
4732;Distinguish;5.55528E+13;6;2005
4733;Vista;1.11172E+13;4;2008
4734;Vista;1.11134E+13;1;2006
4735;SuperiorCard;3.33379E+13;8;2005
4736;Vista;1.1117E+13;11;2006
4737;SuperiorCard;3.33374E+13;10;2008
4738;SuperiorCard;3.33342E+13;2;2005
4739;Distinguish;5.55516E+13;1;2007
4740;Vista;1.11122E+13;6;2005
4741;SuperiorCard;3.33371E+13;4;2007
4742;SuperiorCard;3.33373E+13;11;2007
4743;ColonialVoice;7.77781E+13;5;2007
4744;Distinguish;5.55563E+13;7;2006
4745;Vista;1.11187E+13;9;2005
4746;ColonialVoice;7.77711E+13;9;2008
4747;ColonialVoice;7.77791E+13;3;2007
4748;Vista;1.11186E+13;1;2007
4749;ColonialVoice;7.77786E+13;6;2007
4750;Distinguish;5.55588E+13;6;2007
4751;Vista;1.11116E+13;12;2005
4752;ColonialVoice;7.77729E+13;11;2007
4753;Vista;1.11191E+13;3;2007
4754;SuperiorCard;3.33364E+13;5;2007
4755;Distinguish;5.55542E+13;6;2006
4756;SuperiorCard;3.3339E+13;4;2007
4757;Vista;1.11157E+13;9;2005
4758;SuperiorCard;3.33323E+13;4;2005
4759;Vista;1.11113E+13;10;2006
4760;SuperiorCard;3.3335E+13;6;2007
4761;ColonialVoice;7.77741E+13;4;2005
4762;Distinguish;5.55514E+13;8;2005
4763;Vista;1.11168E+13;1;2008
4764;Distinguish;5.55584E+13;10;2006
4765;Vista;1.11193E+13;4;2006
4766;Vista;1.1116E+13;10;2007
4767;Distinguish;5.55564E+13;9;2008
4768;ColonialVoice;7.77783E+13;4;2005
4769;Vista;1.11116E+13;8;2008
4770;ColonialVoice;7.77738E+13;7;2007
4771;Distinguish;5.55592E+13;10;2005
4772;Vista;1.11112E+13;11;2005
4773;Distinguish;5.55518E+13;1;2008
4774;Vista;1.11179E+13;4;2008
4775;Distinguish;5.55589E+13;9;2007
4776;Distinguish;5.55566E+13;11;2005
4777;Distinguish;5.55595E+13;1;2005
4778;SuperiorCard;3.33324E+13;6;2007
4779;ColonialVoice;7.7779E+13;2;2007
4780;ColonialVoice;7.77791E+13;5;2007
4781;ColonialVoice;7.77783E+13;1;2007
4782;Vista;1.11192E+13;5;2006
4783;SuperiorCard;3.3337E+13;3;2008
4784;Distinguish;5.55596E+13;4;2007
4785;ColonialVoice;7.77745E+13;6;2007
4786;ColonialVoice;7.77756E+13;5;2008
4787;Distinguish;5.55572E+13;8;2007
4788;SuperiorCard;3.33314E+13;1;2007
4789;SuperiorCard;3.33383E+13;3;2007
4790;ColonialVoice;7.77728E+13;6;2007
4791;Vista;1.11124E+13;9;2006
4792;ColonialVoice;7.77798E+13;6;2007
4793;Vista;1.1113E+13;10;2006
4794;ColonialVoice;7.77791E+13;4;2008
4795;Distinguish;5.55561E+13;4;2007
4796;Vista;1.11162E+13;12;2008
4797;ColonialVoice;7.77751E+13;4;2005
4798;SuperiorCard;3.33392E+13;12;2007
4799;ColonialVoice;7.77752E+13;12;2005
4800;SuperiorCard;3.33388E+13;12;2007
4801;SuperiorCard;3.33352E+13;11;2006
4802;Distinguish;5.55536E+13;2;2006
4803;ColonialVoice;7.77732E+13;2;2005
4804;Distinguish;5.55546E+13;5;2005
4805;SuperiorCard;3.33387E+13;10;2008
4806;ColonialVoice;7.77763E+13;4;2006
4807;SuperiorCard;3.33331E+13;12;2006
4808;Distinguish;5.55544E+13;9;2006
4809;Distinguish;5.55598E+13;8;2008
4810;ColonialVoice;7.77712E+13;5;2007
4811;Distinguish;5.55583E+13;10;2006
4812;Vista;1.11119E+13;10;2007
4813;Vista;1.11178E+13;1;2006
4814;Vista;1.11133E+13;10;2005
4815;Distinguish;5.55568E+13;3;2006
4816;ColonialVoice;7.77776E+13;1;2008
4817;ColonialVoice;7.7772E+13;11;2005
4818;ColonialVoice;7.77734E+13;3;2006
4819;ColonialVoice;7.77754E+13;7;2007
4820;ColonialVoice;7.77781E+13;6;2006
4821;ColonialVoice;7.77745E+13;3;2005
4822;ColonialVoice;7.77756E+13;4;2008
4823;ColonialVoice;7.77793E+13;12;2008
4824;ColonialVoice;7.77771E+13;6;2008
4825;SuperiorCard;3.33348E+13;11;2005
4826;Vista;1.11153E+13;10;2007
4827;SuperiorCard;3.33327E+13;7;2007
4828;SuperiorCard;3.33353E+13;7;2005
4829;SuperiorCard;3.33342E+13;12;2005
4830;ColonialVoice;7.77793E+13;7;2005
4831;ColonialVoice;7.77723E+13;7;2005
4832;Distinguish;5.55564E+13;8;2006
4833;ColonialVoice;7.77752E+13;7;2006
4834;Vista;1.11161E+13;1;2005
4835;Vista;1.11137E+13;12;2008
4836;SuperiorCard;3.33322E+13;3;2007
4837;SuperiorCard;3.3332E+13;4;2008
4838;Distinguish;5.55536E+13;7;2007
4839;Distinguish;5.55598E+13;6;2006
4840;Distinguish;5.55595E+13;9;2005
4841;SuperiorCard;3.33338E+13;10;2007
4842;Vista;1.11182E+13;7;2005
4843;SuperiorCard;3.33328E+13;1;2008
4844;Vista;1.11175E+13;12;2007
4845;ColonialVoice;7.77784E+13;10;2005
4846;Vista;1.11176E+13;5;2006
4847;SuperiorCard;3.33332E+13;11;2005
4848;Distinguish;5.55581E+13;8;2007
4849;SuperiorCard;3.33357E+13;1;2007
4850;Distinguish;5.55598E+13;2;2006
4851;Distinguish;5.55519E+13;8;2008
4852;SuperiorCard;3.33396E+13;9;2005
4853;SuperiorCard;3.33363E+13;5;2006
4854;Vista;1.11143E+13;10;2005
4855;Distinguish;5.55551E+13;11;2005
4856;SuperiorCard;3.33359E+13;4;2005
4857;ColonialVoice;7.77772E+13;4;2006
4858;Distinguish;5.55531E+13;12;2007
4859;ColonialVoice;7.77721E+13;5;2007
4860;Vista;1.11153E+13;1;2006
4861;Vista;1.11148E+13;8;2006
4862;Distinguish;5.55582E+13;1;2005
4863;SuperiorCard;3.33372E+13;8;2007
4864;SuperiorCard;3.33347E+13;3;2005
4865;SuperiorCard;3.33364E+13;4;2008
4866;ColonialVoice;7.7771E+13;5;2008
4867;Distinguish;5.5558E+13;3;2007
4868;Distinguish;5.55527E+13;9;2008
4869;SuperiorCard;3.33375E+13;1;2008
4870;Vista;1.11172E+13;5;2006
4871;ColonialVoice;7.77733E+13;12;2005
4872;Vista;1.11125E+13;12;2006
4873;ColonialVoice;7.77789E+13;5;2006
4874;Distinguish;5.55558E+13;10;2005
4875;Vista;1.11185E+13;5;2005
4876;Vista;1.11196E+13;4;2005
4877;SuperiorCard;3.33349E+13;3;2007
4878;ColonialVoice;7.77747E+13;11;2006
4879;Distinguish;5.5559E+13;12;2007
4880;SuperiorCard;3.33349E+13;3;2007
4881;ColonialVoice;7.77717E+13;11;2005
4882;ColonialVoice;7.77726E+13;2;2006
4883;Vista;1.11126E+13;8;2005
4884;Distinguish;5.55557E+13;11;2005
4885;Vista;1.11176E+13;6;2005
4886;SuperiorCard;3.33381E+13;1;2005
4887;Distinguish;5.55543E+13;6;2006
4888;SuperiorCard;3.33357E+13;6;2006
4889;ColonialVoice;7.77747E+13;5;2007
4890;ColonialVoice;7.77786E+13;8;2006
4891;Vista;1.11142E+13;10;2008
4892;SuperiorCard;3.3332E+13;8;2005
4893;Vista;1.11116E+13;5;2005
4894;SuperiorCard;3.33396E+13;8;2007
4895;Vista;1.11132E+13;10;2007
4896;SuperiorCard;3.33366E+13;1;2005
4897;SuperiorCard;3.33399E+13;9;2005
4898;Distinguish;5.55562E+13;4;2008
4899;Distinguish;5.55536E+13;3;2006
4900;ColonialVoice;7.7774E+13;7;2007
4901;SuperiorCard;3.33364E+13;11;2007
4902;ColonialVoice;7.77736E+13;5;2007
4903;Distinguish;5.55536E+13;7;2008
4904;SuperiorCard;3.33344E+13;2;2006
4905;SuperiorCard;3.3334E+13;5;2006
4906;Distinguish;5.55517E+13;11;2006
4907;Distinguish;5.55573E+13;1;2007
4908;Distinguish;5.55549E+13;5;2006
4909;Distinguish;5.55543E+13;5;2006
4910;ColonialVoice;7.77743E+13;6;2006
4911;SuperiorCard;3.33384E+13;6;2008
4912;ColonialVoice;7.77791E+13;11;2006
4913;Vista;1.11123E+13;5;2005
4914;Vista;1.11155E+13;3;2007
4915;SuperiorCard;3.33381E+13;9;2005
4916;Vista;1.11183E+13;8;2007
4917;Distinguish;5.5556E+13;1;2008
4918;Distinguish;5.55531E+13;1;2007
4919;Distinguish;5.55514E+13;5;2006
4920;Vista;1.11125E+13;10;2007
4921;SuperiorCard;3.33389E+13;6;2007
4922;Vista;1.11154E+13;1;2006
4923;Vista;1.11144E+13;7;2005
4924;ColonialVoice;7.77785E+13;12;2008
4925;Distinguish;5.5552E+13;12;2006
4926;Distinguish;5.55542E+13;4;2008
4927;ColonialVoice;7.77782E+13;12;2008
4928;ColonialVoice;7.77793E+13;12;2008
4929;SuperiorCard;3.33354E+13;6;2006
4930;SuperiorCard;3.3336E+13;8;2005
4931;Vista;1.11191E+13;3;2007
4932;ColonialVoice;7.77786E+13;9;2008
4933;Distinguish;5.5559E+13;9;2006
4934;ColonialVoice;7.77794E+13;6;2007
4935;Vista;1.11121E+13;2;2008
4936;Distinguish;5.55558E+13;11;2008
4937;SuperiorCard;3.33358E+13;1;2006
4938;Distinguish;5.55522E+13;11;2006
4939;SuperiorCard;3.33315E+13;2;2006
4940;Vista;1.11125E+13;7;2005
4941;ColonialVoice;7.7776E+13;8;2005
4942;Vista;1.11155E+13;3;2008
4943;ColonialVoice;7.77714E+13;3;2008
4944;Distinguish;5.55513E+13;1;2006
4945;Distinguish;5.55558E+13;11;2006
4946;ColonialVoice;7.77786E+13;6;2008
4947;Vista;1.11164E+13;10;2007
4948;ColonialVoice;7.77712E+13;6;2005
